title,time_per_workout,week,day,number_of_exercises,exercise_name,sets,reps_display
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,1,6,Incline Bench Press (Barbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,1,6,Pec Deck (Machine),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,1,6,Dip (Bodyweight),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,1,6,Push Up,2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,1,6,Lateral Raise (Dumbbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,1,6,Bicep Curl (Cable),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,2,4,Leg Press,2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,2,4,Bulgarian Split Squat (Dumbbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,2,4,Hamstring Curl,3,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,2,4,Hip Adductor (Machine),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,3,6,Chest Supported Row (Machine),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,3,6,Single Arm Row (Cable),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,3,6,Lat Pulldown,2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,3,6,Shrug (Barbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,3,6,Hammer Curl (Dumbbell),3,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,3,6,Lateral Raise (Dumbbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,4,6,Seated Shoulder Press (Dumbbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,4,6,Tempo Bench Press,2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,4,6,Overhead Tricep Extension (Cable),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,4,6,Lateral Raise (Dumbbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,4,6,Front Raise,1,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,4,6,Bicep Curl (Cable),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,5,4,Squat (Barbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,5,4,Single Leg Press,2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,5,4,Romanian Deadlift (Barbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,5,4,Sumo Deadlift (Paused),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,6,5,Lat Pulldown,2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,6,5,Underhand Lat Pulldown,2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,6,5,Easy Curl Bent-Over Row,3,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,6,5,Hammer Curl (Dumbbell),3,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,1,6,5,Lateral Raise (Dumbbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,1,6,Incline Bench Press (Barbell),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,1,6,Pec Deck (Machine),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,1,6,Dip (Bodyweight),2,6
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,1,6,Push Up,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,1,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,1,6,Bicep Curl (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,2,4,Leg Press,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,2,4,Bulgarian Split Squat (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,2,4,Hamstring Curl,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,2,4,Hip Adductor (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,3,6,Chest Supported Row (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,3,6,Single Arm Row (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,3,6,Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,3,6,Shrug (Barbell),2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,3,6,Hammer Curl (Dumbbell),3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,3,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,4,6,Seated Shoulder Press (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,4,6,Tempo Bench Press,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,4,6,Overhead Tricep Extension (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,4,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,4,6,Front Raise,1,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,4,6,Bicep Curl (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,5,4,Squat (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,5,4,Single Leg Press,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,5,4,Romanian Deadlift (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,5,4,Sumo Deadlift (Paused),2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,6,5,Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,6,5,Underhand Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,6,5,Easy Curl Bent-Over Row,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,6,5,Hammer Curl (Dumbbell),3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,2,6,5,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,1,6,Incline Bench Press (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,1,6,Pec Deck (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,1,6,Dip (Bodyweight),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,1,6,Push Up,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,1,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,1,6,Bicep Curl (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,2,4,Leg Press,2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,2,4,Bulgarian Split Squat (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,2,4,Hamstring Curl,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,2,4,Hip Adductor (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,3,6,Chest Supported Row (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,3,6,Single Arm Row (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,3,6,Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,3,6,Shrug (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,3,6,Hammer Curl (Dumbbell),3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,3,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,4,6,Seated Shoulder Press (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,4,6,Tempo Bench Press,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,4,6,Overhead Tricep Extension (Cable),2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,4,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,4,6,Front Raise,1,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,4,6,Bicep Curl (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,5,4,Squat (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,5,4,Single Leg Press,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,5,4,Romanian Deadlift (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,5,4,Sumo Deadlift (Paused),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,6,5,Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,6,5,Underhand Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,6,5,Easy Curl Bent-Over Row,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,6,5,Hammer Curl (Dumbbell),3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,3,6,5,Lateral Raise (Dumbbell),2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,1,6,Incline Bench Press (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,1,6,Pec Deck (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,1,6,Dip (Bodyweight),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,1,6,Push Up,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,1,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,1,6,Bicep Curl (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,2,4,Leg Press,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,2,4,Bulgarian Split Squat (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,2,4,Hamstring Curl,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,2,4,Hip Adductor (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,3,6,Chest Supported Row (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,3,6,Single Arm Row (Cable),2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,3,6,Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,3,6,Shrug (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,3,6,Hammer Curl (Dumbbell),3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,3,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,4,6,Seated Shoulder Press (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,4,6,Tempo Bench Press,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,4,6,Overhead Tricep Extension (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,4,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,4,6,Front Raise,1,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,4,6,Bicep Curl (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,5,4,Squat (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,5,4,Single Leg Press,2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,5,4,Romanian Deadlift (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,5,4,Sumo Deadlift (Paused),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,6,5,Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,6,5,Underhand Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,6,5,Easy Curl Bent-Over Row,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,6,5,Hammer Curl (Dumbbell),3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,4,6,5,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,1,6,Incline Bench Press (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,1,6,Pec Deck (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,1,6,Dip (Bodyweight),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,1,6,Push Up,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,1,6,Lateral Raise (Dumbbell),2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,1,6,Bicep Curl (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,2,4,Leg Press,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,2,4,Bulgarian Split Squat (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,2,4,Hamstring Curl,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,2,4,Hip Adductor (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,3,6,Chest Supported Row (Machine),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,3,6,Single Arm Row (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,3,6,Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,3,6,Shrug (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,3,6,Hammer Curl (Dumbbell),3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,3,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,4,6,Seated Shoulder Press (Dumbbell),2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,4,6,Tempo Bench Press,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,4,6,Overhead Tricep Extension (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,4,6,Lateral Raise (Dumbbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,4,6,Front Raise,1,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,4,6,Bicep Curl (Cable),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,5,4,Squat (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,5,4,Single Leg Press,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,5,4,Romanian Deadlift (Barbell),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,5,4,Sumo Deadlift (Paused),2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,6,5,Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,6,5,Underhand Lat Pulldown,2,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,6,5,Easy Curl Bent-Over Row,3,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,6,5,Hammer Curl (Dumbbell),3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,5,6,5,Lateral Raise (Dumbbell),2,5
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,1,6,Incline Bench Press (Barbell),2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,1,6,Pec Deck (Machine),2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,1,6,Dip (Bodyweight),2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,1,6,Push Up,2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,1,6,Lateral Raise (Dumbbell),2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,1,6,Bicep Curl (Cable),2,25
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,2,4,Leg Press,2,5
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,2,4,Bulgarian Split Squat (Dumbbell),2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,2,4,Hamstring Curl,3,10
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,2,4,Hip Adductor (Machine),2,25
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,3,6,Chest Supported Row (Machine),2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,3,6,Single Arm Row (Cable),2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,3,6,Lat Pulldown,2,5
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,3,6,Shrug (Barbell),2,8
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,3,6,Hammer Curl (Dumbbell),3,25
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,3,6,Lateral Raise (Dumbbell),2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,4,6,Seated Shoulder Press (Dumbbell),2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,4,6,Tempo Bench Press,2,20
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,4,6,Overhead Tricep Extension (Cable),2,7
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,4,6,Lateral Raise (Dumbbell),2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,4,6,Front Raise,1,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,4,6,Bicep Curl (Cable),2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,5,4,Squat (Barbell),2,20
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,5,4,Single Leg Press,2,5
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,5,4,Romanian Deadlift (Barbell),2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,5,4,Sumo Deadlift (Paused),2,12
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,6,5,Lat Pulldown,2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,6,5,Underhand Lat Pulldown,2,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,6,5,Easy Curl Bent-Over Row,3,15
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,6,5,Hammer Curl (Dumbbell),3,25
"6.0 weeks for ['Bodybuilding', 'Powerbuilding', 'Muscle & Sculpting']",100,6,6,5,Lateral Raise (Dumbbell),2,5
Squats & Science Beginner Volume Program,120,1,1,4,Squat (Barbell),4,9
Squats & Science Beginner Volume Program,120,1,1,4,Deadlift (Barbell),4,14
Squats & Science Beginner Volume Program,120,1,1,4,Pull-Up (Bodyweight),3,7
Squats & Science Beginner Volume Program,120,1,1,4,Hammer Curl,4,7
Squats & Science Beginner Volume Program,120,1,2,4,Bench Press (Barbell),4,14
Squats & Science Beginner Volume Program,120,1,2,4,Bench Press (Close Grip),3,14
Squats & Science Beginner Volume Program,120,1,2,4,Skull Crusher,3,9
Squats & Science Beginner Volume Program,120,1,2,4,Hanging Leg Raise,3,14
Squats & Science Beginner Volume Program,120,1,3,4,Squat (Barbell),5,7
Squats & Science Beginner Volume Program,120,1,3,4,Front Squat (Barbell),3,7
Squats & Science Beginner Volume Program,120,1,3,4,Bent Over Row (Dumbbell),5,14
Squats & Science Beginner Volume Program,120,1,3,4,Bicep Curl (Barbell),4,9
Squats & Science Beginner Volume Program,120,1,4,4,Bench Press (Barbell),5,14
Squats & Science Beginner Volume Program,120,1,4,4,Incline Bench Press (Dumbbell),3,7
Squats & Science Beginner Volume Program,120,1,4,4,Tricep Rope Push Down (Cable),4,7
Squats & Science Beginner Volume Program,120,1,4,4,Rear Delt Fly (Machine),3,14
Squats & Science Beginner Volume Program,120,1,5,4,Squat (Barbell),5,9
Squats & Science Beginner Volume Program,120,1,5,4,Deadlift (Barbell),5,14
Squats & Science Beginner Volume Program,120,1,5,4,Standing Calf Raise,4,7
Squats & Science Beginner Volume Program,120,1,5,4,Plank,3,7
Squats & Science Beginner Volume Program,120,1,6,4,Bench Press (Barbell),5,14
Squats & Science Beginner Volume Program,120,1,6,4,Seated Overhead Press (Dumbbell),3,14
Squats & Science Beginner Volume Program,120,1,6,4,Lateral Raise (Dumbbell),4,9
Squats & Science Beginner Volume Program,120,1,6,4,Rear Delt Row,3,14
Squats & Science Beginner Volume Program,120,2,1,4,Squat (Barbell),4,7
Squats & Science Beginner Volume Program,120,2,1,4,Deadlift (Barbell),4,7
Squats & Science Beginner Volume Program,120,2,1,4,Pull-Up (Bodyweight),3,14
Squats & Science Beginner Volume Program,120,2,1,4,Hammer Curl,4,9
Squats & Science Beginner Volume Program,120,2,2,4,Bench Press (Barbell),4,14
Squats & Science Beginner Volume Program,120,2,2,4,Bench Press (Close Grip),3,7
Squats & Science Beginner Volume Program,120,2,2,4,Skull Crusher,3,7
Squats & Science Beginner Volume Program,120,2,2,4,Hanging Leg Raise,3,14
Squats & Science Beginner Volume Program,120,2,3,4,Squat (Barbell),5,9
Squats & Science Beginner Volume Program,120,2,3,4,Front Squat (Barbell),3,14
Squats & Science Beginner Volume Program,120,2,3,4,Bent Over Row (Dumbbell),5,7
Squats & Science Beginner Volume Program,120,2,3,4,Bicep Curl (Barbell),4,7
Squats & Science Beginner Volume Program,120,2,4,4,Bench Press (Barbell),5,14
