title,time_per_workout,week,day,number_of_exercises,exercise_name,sets,reps_display
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,4,9,V-Handle Tricep Pushdown (Cable),2,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,5,9,Squat (Barbell),1,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,5,9,Squat (Paused),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,5,9,Deadlift (Barbell),3,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,5,9,Hip Thrust (Barbell),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,5,9,Leg Press,2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,5,9,Leg Extension,3,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,5,9,Leg Curl,3,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,5,9,Hip Abductor (Machine),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,5,9,Straight Leg Calf Raise,3,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,6,8,Bench Press (Barbell),4,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,6,8,Lat Pulldown,2,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,6,8,Seated Row (Cable),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,6,8,Straight Arm Pulldown,2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,6,8,Rear Delt Fly (Machine),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,6,8,Bicep Curl (EZ Bar),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,6,8,Rope Curl,2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,4,6,8,Bicep Curl (Barbell),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,1,7,Squat (Barbell),1,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,1,7,Bench Press (Barbell),1,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,1,7,Leg Press,2,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,1,7,Leg Extension,2,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,1,7,Leg Curl,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,1,7,Hip Abductor (Machine),3,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,1,7,Standing Calf Raise,3,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,2,8,Incline Bench Press (Smith Machine),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,2,8,Unilateral Low Cable Fly,2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,2,8,Seated Shoulder Press (Dumbbell),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,2,8,Lateral Raise (Dumbbell),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,2,8,Lateral Raise (Cable),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,2,8,V-Handle Tricep Pushdown (Cable),2,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,2,8,Tricep Pushdown (Cable),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,2,8,Overhead Tricep Extension (Cable),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,3,10,Deadlift (Barbell),1,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,3,10,Tempo Bench Press,1,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,3,10,Bench Press (Barbell),3,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,3,10,Lat Pulldown (Neutral Grip),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,3,10,Seated Row (Cable),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,3,10,Seated Row (Cable),2,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,3,10,Rear Delt Fly (Machine),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,3,10,Incline Curl (Dumbbell),3,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,3,10,Hammer Curl,3,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,4,9,Larsen Press (Barbell),3,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,4,9,Incline Bench Press (Dumbbell),2,8
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,4,9,Unilateral Low Cable Fly,2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,4,9,Seated Shoulder Press (Dumbbell),2,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,4,9,Lateral Raise (Dumbbell),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,4,9,Lateral Raise (Cable),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,4,9,Skull Crusher,2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,4,9,Tricep Pushdown (Cable),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,4,9,V-Handle Tricep Pushdown (Cable),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,5,9,Squat (Barbell),1,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,5,9,Squat (Paused),2,16
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,5,9,Deadlift (Barbell),3,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,5,9,Hip Thrust (Barbell),2,8
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,5,9,Leg Press,2,8
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,5,9,Leg Extension,3,8
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,5,9,Leg Curl,3,8
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,5,9,Hip Abductor (Machine),2,8
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,5,9,Straight Leg Calf Raise,3,8
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,6,8,Bench Press (Barbell),4,8
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,6,8,Lat Pulldown,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,6,8,Seated Row (Cable),2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,6,8,Straight Arm Pulldown,2,12
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,6,8,Rear Delt Fly (Machine),2,24
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,6,8,Bicep Curl (EZ Bar),2,8
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,6,8,Rope Curl,2,8
"5.0 weeks for ['Bodybuilding', 'Muscle & Sculpting']",90,5,6,8,Bicep Curl (Barbell),2,8
Bro Split Forever,50,1,1,6,Standing Calf Raise,5,5
Bro Split Forever,50,1,1,6,Squat (Barbell),3,6
Bro Split Forever,50,1,1,6,Romanian Deadlift (Barbell),4,10
Bro Split Forever,50,1,1,6,Bulgarian Split Squat (Dumbbell),4,5
Bro Split Forever,50,1,1,6,Lunge (Barbell),4,6
Bro Split Forever,50,1,1,6,Box Jump,2,5
Bro Split Forever,50,1,2,5,Incline Bench Press (Dumbbell),4,6
Bro Split Forever,50,1,2,5,Bench Press (Barbell),4,5
Bro Split Forever,50,1,2,5,Chest Fly (Dumbbell),3,6
Bro Split Forever,50,1,2,5,Dip (Bodyweight),2,10
Bro Split Forever,50,1,2,5,Push Up,2,10
Bro Split Forever,50,1,3,6,Pull-Up (Weighted),3,5
Bro Split Forever,50,1,3,6,Bent Over Row (Barbell),3,6
Bro Split Forever,50,1,3,6,Rack Pull (Barbell),3,5
Bro Split Forever,50,1,3,6,Dumbbell Row,3,6
Bro Split Forever,50,1,3,6,Good Morning,3,5
Bro Split Forever,50,1,3,6,Pull-Up (Bodyweight),3,6
Bro Split Forever,50,1,4,5,Lateral Raise (Dumbbell),3,10
Bro Split Forever,50,1,4,5,Seated Shoulder Press (Dumbbell),3,5
Bro Split Forever,50,1,4,5,Upright Row (Barbell),3,6
Bro Split Forever,50,1,4,5,Rear Delt Fly (Dumbbell),3,5
Bro Split Forever,50,1,4,5,Arnold Press,3,6
Bro Split Forever,50,1,5,6,Skull Crusher,3,5
Bro Split Forever,50,1,5,6,Incline Curl (Dumbbell),3,6
Bro Split Forever,50,1,5,6,Bench Press (Close Grip),3,10
Bro Split Forever,50,1,5,6,Overhead Extension (Dumbbell),3,5
Bro Split Forever,50,1,5,6,Chin-Up (Bodyweight),3,6
Bro Split Forever,50,1,5,6,Hammer Curl,3,5
Bro Split Forever,50,1,6,1,Jog,1,6
Bro Split Forever,50,1,7,6,Standing Calf Raise,5,5
Bro Split Forever,50,1,7,6,Squat (Barbell),3,6
Bro Split Forever,50,1,7,6,Romanian Deadlift (Barbell),4,10
Bro Split Forever,50,1,7,6,Bulgarian Split Squat (Dumbbell),4,10
Bro Split Forever,50,1,7,6,Lunge (Barbell),4,5
Bro Split Forever,50,1,7,6,Box Jump,2,6
Bro Split Forever,50,2,1,5,Incline Bench Press (Dumbbell),4,5
Bro Split Forever,50,2,1,5,Bench Press (Barbell),4,6
Bro Split Forever,50,2,1,5,Chest Fly (Dumbbell),3,5
Bro Split Forever,50,2,1,5,Dip (Bodyweight),2,6
Bro Split Forever,50,2,1,5,Push Up,2,10
Bro Split Forever,50,2,2,6,Pull-Up (Weighted),3,5
Bro Split Forever,50,2,2,6,Bent Over Row (Barbell),3,6
Bro Split Forever,50,2,2,6,Rack Pull (Barbell),3,5
Bro Split Forever,50,2,2,6,Dumbbell Row,3,6
Bro Split Forever,50,2,2,6,Good Morning,3,5
Bro Split Forever,50,2,2,6,Pull-Up (Bodyweight),3,6
Bro Split Forever,50,2,3,5,Lateral Raise (Dumbbell),3,10
Bro Split Forever,50,2,3,5,Seated Shoulder Press (Dumbbell),3,5
Bro Split Forever,50,2,3,5,Upright Row (Barbell),3,6
Bro Split Forever,50,2,3,5,Rear Delt Fly (Dumbbell),3,5
Bro Split Forever,50,2,3,5,Arnold Press,3,6
Bro Split Forever,50,2,4,6,Skull Crusher,3,5
Bro Split Forever,50,2,4,6,Incline Curl (Dumbbell),3,6
Bro Split Forever,50,2,4,6,Bench Press (Close Grip),3,10
Bro Split Forever,50,2,4,6,Overhead Extension (Dumbbell),3,10
Bro Split Forever,50,2,4,6,Chin-Up (Bodyweight),3,5
Bro Split Forever,50,2,4,6,Hammer Curl,3,6
Bro Split Forever,50,2,5,1,Jog,1,5
Bro Split Forever,50,2,6,6,Standing Calf Raise,5,6
Bro Split Forever,50,2,6,6,Squat (Barbell),3,5
Bro Split Forever,50,2,6,6,Romanian Deadlift (Barbell),4,6
Bro Split Forever,50,2,6,6,Bulgarian Split Squat (Dumbbell),4,10
Bro Split Forever,50,2,6,6,Lunge (Barbell),4,5
Bro Split Forever,50,2,6,6,Box Jump,2,6
Bro Split Forever,50,2,7,5,Incline Bench Press (Dumbbell),4,5
Bro Split Forever,50,2,7,5,Bench Press (Barbell),4,6
Bro Split Forever,50,2,7,5,Chest Fly (Dumbbell),3,5
Bro Split Forever,50,2,7,5,Dip (Bodyweight),2,6
Bro Split Forever,50,2,7,5,Push Up,2,10
Bro Split Forever,50,3,1,6,Pull-Up (Weighted),3,5
Bro Split Forever,50,3,1,6,Bent Over Row (Barbell),3,6
Bro Split Forever,50,3,1,6,Rack Pull (Barbell),3,5
Bro Split Forever,50,3,1,6,Dumbbell Row,3,6
Bro Split Forever,50,3,1,6,Good Morning,3,5
Bro Split Forever,50,3,1,6,Pull-Up (Bodyweight),3,6
Bro Split Forever,50,3,2,5,Lateral Raise (Dumbbell),3,10
Bro Split Forever,50,3,2,5,Seated Shoulder Press (Dumbbell),3,10
Bro Split Forever,50,3,2,5,Upright Row (Barbell),3,5
Bro Split Forever,50,3,2,5,Rear Delt Fly (Dumbbell),3,6
Bro Split Forever,50,3,2,5,Arnold Press,3,5
Bro Split Forever,50,3,3,6,Skull Crusher,3,6
Bro Split Forever,50,3,3,6,Incline Curl (Dumbbell),3,5
Bro Split Forever,50,3,3,6,Bench Press (Close Grip),3,6
Bro Split Forever,50,3,3,6,Overhead Extension (Dumbbell),3,10
Bro Split Forever,50,3,3,6,Chin-Up (Bodyweight),3,5
Bro Split Forever,50,3,3,6,Hammer Curl,3,6
Bro Split Forever,50,3,4,1,Jog,1,5
Bro Split Forever,50,3,5,6,Standing Calf Raise,5,6
Bro Split Forever,50,3,5,6,Squat (Barbell),3,5
Bro Split Forever,50,3,5,6,Romanian Deadlift (Barbell),4,6
Bro Split Forever,50,3,5,6,Bulgarian Split Squat (Dumbbell),4,10
Bro Split Forever,50,3,5,6,Lunge (Barbell),4,5
Bro Split Forever,50,3,5,6,Box Jump,2,6
Bro Split Forever,50,3,6,5,Incline Bench Press (Dumbbell),4,5
Bro Split Forever,50,3,6,5,Bench Press (Barbell),4,6
Bro Split Forever,50,3,6,5,Chest Fly (Dumbbell),3,5
Bro Split Forever,50,3,6,5,Dip (Bodyweight),2,6
Bro Split Forever,50,3,6,5,Push Up,2,10
Bro Split Forever,50,3,7,6,Pull-Up (Weighted),3,10
Bro Split Forever,50,3,7,6,Bent Over Row (Barbell),3,5
Bro Split Forever,50,3,7,6,Rack Pull (Barbell),3,6
Bro Split Forever,50,3,7,6,Dumbbell Row,3,5
Bro Split Forever,50,3,7,6,Good Morning,3,6
Bro Split Forever,50,3,7,6,Pull-Up (Bodyweight),3,5
Bro Split Forever,50,4,1,5,Lateral Raise (Dumbbell),3,6
Bro Split Forever,50,4,1,5,Seated Shoulder Press (Dumbbell),3,10
Bro Split Forever,50,4,1,5,Upright Row (Barbell),3,5
Bro Split Forever,50,4,1,5,Rear Delt Fly (Dumbbell),3,6
Bro Split Forever,50,4,1,5,Arnold Press,3,5
Bro Split Forever,50,4,2,6,Skull Crusher,3,6
Bro Split Forever,50,4,2,6,Incline Curl (Dumbbell),3,5
Bro Split Forever,50,4,2,6,Bench Press (Close Grip),3,6
Bro Split Forever,50,4,2,6,Overhead Extension (Dumbbell),3,10
Bro Split Forever,50,4,2,6,Chin-Up (Bodyweight),3,5
Bro Split Forever,50,4,2,6,Hammer Curl,3,6
Bro Split Forever,50,4,3,1,Jog,1,5
Bro Split Forever,50,4,4,6,Standing Calf Raise,5,6
Bro Split Forever,50,4,4,6,Squat (Barbell),3,5
Bro Split Forever,50,4,4,6,Romanian Deadlift (Barbell),4,6
Bro Split Forever,50,4,4,6,Bulgarian Split Squat (Dumbbell),4,10
Bro Split Forever,50,4,4,6,Lunge (Barbell),4,10
Bro Split Forever,50,4,4,6,Box Jump,2,6
Bro Split Forever,50,4,5,5,Incline Bench Press (Dumbbell),4,6
Bro Split Forever,50,4,5,5,Bench Press (Barbell),4,10
Bro Split Forever,50,4,5,5,Chest Fly (Dumbbell),3,8
Bro Split Forever,50,4,5,5,Dip (Bodyweight),2,10
Bro Split Forever,50,4,5,5,Push Up,2,6
Bro Split Forever,50,4,6,6,Pull-Up (Weighted),3,8
Bro Split Forever,50,4,6,6,Bent Over Row (Barbell),3,10
Bro Split Forever,50,4,6,6,Rack Pull (Barbell),3,8
Bro Split Forever,50,4,6,6,Dumbbell Row,3,6
Bro Split Forever,50,4,6,6,Good Morning,3,6
Bro Split Forever,50,4,6,6,Pull-Up (Bodyweight),3,6
Bro Split Forever,50,4,7,5,Lateral Raise (Dumbbell),3,10
Bro Split Forever,50,4,7,5,Seated Shoulder Press (Dumbbell),3,8
Bro Split Forever,50,4,7,5,Upright Row (Barbell),3,10
Bro Split Forever,50,4,7,5,Rear Delt Fly (Dumbbell),3,6
Bro Split Forever,50,4,7,5,Arnold Press,3,8
Bro Split Forever,50,5,1,6,Skull Crusher,3,10
Bro Split Forever,50,5,1,6,Incline Curl (Dumbbell),3,8
Bro Split Forever,50,5,1,6,Bench Press (Close Grip),3,6
Bro Split Forever,50,5,1,6,Overhead Extension (Dumbbell),3,6
Bro Split Forever,50,5,1,6,Chin-Up (Bodyweight),3,6
Bro Split Forever,50,5,1,6,Hammer Curl,3,10
Bro Split Forever,50,5,2,1,Jog,1,8
Bro Split Forever,50,5,3,6,Standing Calf Raise,5,10
Bro Split Forever,50,5,3,6,Squat (Barbell),3,6
Bro Split Forever,50,5,3,6,Romanian Deadlift (Barbell),4,8
Bro Split Forever,50,5,3,6,Bulgarian Split Squat (Dumbbell),4,10
Bro Split Forever,50,5,3,6,Lunge (Barbell),4,8
Bro Split Forever,50,5,3,6,Box Jump,2,6
Bro Split Forever,50,5,4,5,Incline Bench Press (Dumbbell),4,6
Bro Split Forever,50,5,4,5,Bench Press (Barbell),4,6
Bro Split Forever,50,5,4,5,Chest Fly (Dumbbell),3,10
Bro Split Forever,50,5,4,5,Dip (Bodyweight),2,8
Bro Split Forever,50,5,4,5,Push Up,2,10
Bro Split Forever,50,5,5,6,Pull-Up (Weighted),3,6
Bro Split Forever,50,5,5,6,Bent Over Row (Barbell),3,8
Bro Split Forever,50,5,5,6,Rack Pull (Barbell),3,10
Bro Split Forever,50,5,5,6,Dumbbell Row,3,8
Bro Split Forever,50,5,5,6,Good Morning,3,6
Bro Split Forever,50,5,5,6,Pull-Up (Bodyweight),3,6
Bro Split Forever,50,5,6,5,Lateral Raise (Dumbbell),3,6
Bro Split Forever,50,5,6,5,Seated Shoulder Press (Dumbbell),3,10
Bro Split Forever,50,5,6,5,Upright Row (Barbell),3,8
Bro Split Forever,50,5,6,5,Rear Delt Fly (Dumbbell),3,10
Bro Split Forever,50,5,6,5,Arnold Press,3,6
Bro Split Forever,50,5,7,6,Skull Crusher,3,8
Bro Split Forever,50,5,7,6,Incline Curl (Dumbbell),3,10
Bro Split Forever,50,5,7,6,Bench Press (Close Grip),3,8
Bro Split Forever,50,5,7,6,Overhead Extension (Dumbbell),3,6
Bro Split Forever,50,5,7,6,Chin-Up (Bodyweight),3,6
Bro Split Forever,50,5,7,6,Hammer Curl,3,6
Bro Split Forever,50,6,1,1,Jog,1,10
Bro Split Forever,50,6,2,6,Standing Calf Raise,5,8
Bro Split Forever,50,6,2,6,Squat (Barbell),3,10
Bro Split Forever,50,6,2,6,Romanian Deadlift (Barbell),4,6
Bro Split Forever,50,6,2,6,Bulgarian Split Squat (Dumbbell),4,8
Bro Split Forever,50,6,2,6,Lunge (Barbell),4,10
Bro Split Forever,50,6,2,6,Box Jump,2,8
Bro Split Forever,50,6,3,5,Incline Bench Press (Dumbbell),4,6
Bro Split Forever,50,6,3,5,Bench Press (Barbell),4,6
Bro Split Forever,50,6,3,5,Chest Fly (Dumbbell),3,6
Bro Split Forever,50,6,3,5,Dip (Bodyweight),2,10
Bro Split Forever,50,6,3,5,Push Up,2,8
Bro Split Forever,50,6,4,6,Pull-Up (Weighted),3,10
Bro Split Forever,50,6,4,6,Bent Over Row (Barbell),3,6
Bro Split Forever,50,6,4,6,Rack Pull (Barbell),3,8
Bro Split Forever,50,6,4,6,Dumbbell Row,3,10
Bro Split Forever,50,6,4,6,Good Morning,3,8
Bro Split Forever,50,6,4,6,Pull-Up (Bodyweight),3,6
Bro Split Forever,50,6,5,5,Lateral Raise (Dumbbell),3,6
Bro Split Forever,50,6,5,5,Seated Shoulder Press (Dumbbell),3,6
Bro Split Forever,50,6,5,5,Upright Row (Barbell),3,10
Bro Split Forever,50,6,5,5,Rear Delt Fly (Dumbbell),3,8
Bro Split Forever,50,6,5,5,Arnold Press,3,10
Bro Split Forever,50,6,6,6,Skull Crusher,3,6
Bro Split Forever,50,6,6,6,Incline Curl (Dumbbell),3,8
Bro Split Forever,50,6,6,6,Bench Press (Close Grip),3,10
Bro Split Forever,50,6,6,6,Overhead Extension (Dumbbell),3,8
Bro Split Forever,50,6,6,6,Chin-Up (Bodyweight),3,6
Bro Split Forever,50,6,6,6,Hammer Curl,3,6
Bro Split Forever,50,6,7,1,Jog,1,6
Bro Split Forever,50,7,1,6,Standing Calf Raise,5,10
Bro Split Forever,50,7,1,6,Squat (Barbell),3,8
Bro Split Forever,50,7,1,6,Romanian Deadlift (Barbell),4,10
Bro Split Forever,50,7,1,6,Bulgarian Split Squat (Dumbbell),4,6
Bro Split Forever,50,7,1,6,Lunge (Barbell),4,8
Bro Split Forever,50,7,1,6,Box Jump,2,10
Bro Split Forever,50,7,2,5,Incline Bench Press (Dumbbell),4,8
Bro Split Forever,50,7,2,5,Bench Press (Barbell),4,6
Bro Split Forever,50,7,2,5,Chest Fly (Dumbbell),3,6
Bro Split Forever,50,7,2,5,Dip (Bodyweight),2,6
Bro Split Forever,50,7,2,5,Push Up,2,10
Bro Split Forever,50,7,3,6,Pull-Up (Weighted),3,8
Bro Split Forever,50,7,3,6,Bent Over Row (Barbell),3,10
Bro Split Forever,50,7,3,6,Rack Pull (Barbell),3,6
Bro Split Forever,50,7,3,6,Dumbbell Row,3,8
Bro Split Forever,50,7,3,6,Good Morning,3,10
Bro Split Forever,50,7,3,6,Pull-Up (Bodyweight),3,8
Bro Split Forever,50,7,4,5,Lateral Raise (Dumbbell),3,6
Bro Split Forever,50,7,4,5,Seated Shoulder Press (Dumbbell),3,6
Bro Split Forever,50,7,4,5,Upright Row (Barbell),3,6
Bro Split Forever,50,7,4,5,Rear Delt Fly (Dumbbell),3,10
Bro Split Forever,50,7,4,5,Arnold Press,3,8
Bro Split Forever,50,7,5,6,Skull Crusher,3,10
Bro Split Forever,50,7,5,6,Incline Curl (Dumbbell),3,6
Bro Split Forever,50,7,5,6,Bench Press (Close Grip),3,8
Bro Split Forever,50,7,5,6,Overhead Extension (Dumbbell),3,10
Bro Split Forever,50,7,5,6,Chin-Up (Bodyweight),3,8
Bro Split Forever,50,7,5,6,Hammer Curl,3,6
Bro Split Forever,50,7,6,1,Jog,1,6
Bro Split Forever,50,7,7,6,Standing Calf Raise,5,6
Bro Split Forever,50,7,7,6,Squat (Barbell),3,10
Bro Split Forever,50,7,7,6,Romanian Deadlift (Barbell),4,8
Bro Split Forever,50,7,7,6,Bulgarian Split Squat (Dumbbell),4,10
Bro Split Forever,50,7,7,6,Lunge (Barbell),4,6
Bro Split Forever,50,7,7,6,Box Jump,2,8
Bro Split Forever,50,8,1,5,Incline Bench Press (Dumbbell),4,10
Bro Split Forever,50,8,1,5,Bench Press (Barbell),4,8
Bro Split Forever,50,8,1,5,Chest Fly (Dumbbell),3,6
Bro Split Forever,50,8,1,5,Dip (Bodyweight),2,16
Bro Split Forever,50,8,1,5,Push Up,2,12
Bro Split Forever,50,8,2,6,Pull-Up (Weighted),3,16
Bro Split Forever,50,8,2,6,Bent Over Row (Barbell),3,10
Bro Split Forever,50,8,2,6,Rack Pull (Barbell),3,16
Bro Split Forever,50,8,2,6,Dumbbell Row,3,16
Bro Split Forever,50,8,2,6,Good Morning,3,16
Bro Split Forever,50,8,2,6,Pull-Up (Bodyweight),3,16
Bro Split Forever,50,8,3,5,Lateral Raise (Dumbbell),3,16
Bro Split Forever,50,8,3,5,Seated Shoulder Press (Dumbbell),3,20
Bro Split Forever,50,8,3,5,Upright Row (Barbell),3,20
Bro Split Forever,50,8,3,5,Rear Delt Fly (Dumbbell),3,16
Bro Split Forever,50,8,3,5,Arnold Press,3,30
Bro Split Forever,50,8,4,6,Skull Crusher,3,20
Bro Split Forever,50,8,4,6,Incline Curl (Dumbbell),3,20
Bro Split Forever,50,8,4,6,Bench Press (Close Grip),3,20
Bro Split Forever,50,8,4,6,Overhead Extension (Dumbbell),3,16
Bro Split Forever,50,8,4,6,Chin-Up (Bodyweight),3,16
Bro Split Forever,50,8,4,6,Hammer Curl,3,16
Bro Split Forever,50,8,5,1,Jog,1,16
Bro Split Forever,50,8,6,6,Standing Calf Raise,5,20
Bro Split Forever,50,8,6,6,Squat (Barbell),3,30
Bro Split Forever,50,8,6,6,Romanian Deadlift (Barbell),4,20
Bro Split Forever,50,8,6,6,Bulgarian Split Squat (Dumbbell),4,16
Bro Split Forever,50,8,6,6,Lunge (Barbell),4,12
Bro Split Forever,50,8,6,6,Box Jump,2,16
Bro Split Forever,50,8,7,5,Incline Bench Press (Dumbbell),4,10
Bro Split Forever,50,8,7,5,Bench Press (Barbell),4,16
Bro Split Forever,50,8,7,5,Chest Fly (Dumbbell),3,16
Bro Split Forever,50,8,7,5,Dip (Bodyweight),2,16
Bro Split Forever,50,8,7,5,Push Up,2,16
Bro Split Forever,50,9,1,6,Pull-Up (Weighted),3,16
Bro Split Forever,50,9,1,6,Bent Over Row (Barbell),3,20
Bro Split Forever,50,9,1,6,Rack Pull (Barbell),3,20
Bro Split Forever,50,9,1,6,Dumbbell Row,3,16
Bro Split Forever,50,9,1,6,Good Morning,3,30
Bro Split Forever,50,9,1,6,Pull-Up (Bodyweight),3,20
Bro Split Forever,50,9,2,5,Lateral Raise (Dumbbell),3,20
Bro Split Forever,50,9,2,5,Seated Shoulder Press (Dumbbell),3,20
Bro Split Forever,50,9,2,5,Upright Row (Barbell),3,16
Bro Split Forever,50,9,2,5,Rear Delt Fly (Dumbbell),3,16
Bro Split Forever,50,9,2,5,Arnold Press,3,16
Bro Split Forever,50,9,3,6,Skull Crusher,3,16
Bro Split Forever,50,9,3,6,Incline Curl (Dumbbell),3,20
Bro Split Forever,50,9,3,6,Bench Press (Close Grip),3,30
Bro Split Forever,50,9,3,6,Overhead Extension (Dumbbell),3,20
Bro Split Forever,50,9,3,6,Chin-Up (Bodyweight),3,16
Bro Split Forever,50,9,3,6,Hammer Curl,3,12
Bro Split Forever,50,9,4,1,Jog,1,16
Bro Split Forever,50,9,5,6,Standing Calf Raise,5,10
Bro Split Forever,50,9,5,6,Squat (Barbell),3,16
Bro Split Forever,50,9,5,6,Romanian Deadlift (Barbell),4,16
Bro Split Forever,50,9,5,6,Bulgarian Split Squat (Dumbbell),4,16
Bro Split Forever,50,9,5,6,Lunge (Barbell),4,16
Bro Split Forever,50,9,5,6,Box Jump,2,16
Bro Split Forever,50,9,6,5,Incline Bench Press (Dumbbell),4,20
Bro Split Forever,50,9,6,5,Bench Press (Barbell),4,20
Bro Split Forever,50,9,6,5,Chest Fly (Dumbbell),3,16
Bro Split Forever,50,9,6,5,Dip (Bodyweight),2,30
Bro Split Forever,50,9,6,5,Push Up,2,20
Bro Split Forever,50,9,7,6,Pull-Up (Weighted),3,20
Bro Split Forever,50,9,7,6,Bent Over Row (Barbell),3,20
Bro Split Forever,50,9,7,6,Rack Pull (Barbell),3,16
Bro Split Forever,50,9,7,6,Dumbbell Row,3,16
Bro Split Forever,50,9,7,6,Good Morning,3,16
Bro Split Forever,50,9,7,6,Pull-Up (Bodyweight),3,16
Bro Split Forever,50,10,1,5,Lateral Raise (Dumbbell),3,20
Bro Split Forever,50,10,1,5,Seated Shoulder Press (Dumbbell),3,30
Bro Split Forever,50,10,1,5,Upright Row (Barbell),3,20
